Mes;VENCIMENTO;LANCAMENTO;PAGAMENTO;DOCUMENTO;NF;CODIGO;FORNECEDOR;COMPLEMENTO;COD;HISTORICO;VALOR_HIST;JUROS;DESCONTOS;VALOR;RESTANTE;COD_G_HIST;G_HIST;CODIGO CONTABIL
5;17/05/2024;17/05/2024;17/05/2024;;;91;FRETE CARREGAMENTO;CARGA PARA FERNANDO E PAULO;145;ABASTECIMENTO PR;450;0;0;450;=(K1189+L1189-M1189-N1189);13;FRETES;
5;17/05/2024;15/05/2024;17/05/2024;314571800000325;;296;MUNDIAL CADEIRAS MOVEIS PARA ESCRITORIO LTDA;CADEIRA ESCRITORIO;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;992,75;0;0;992,75;=(K1190+L1190-M1190-N1190);65;MANUTENCAO INSTALA?OES;
5;17/05/2024;16/05/2024;17/05/2024;;;74;GOVERNO;;135;IMPOSTOS;190,39;0;0;190,39;=(K1191+L1191-M1191-N1191);118;ST;
5;17/05/2024;07/05/2024;17/05/2024;0133794-7;;320;NICOLE MADRID ALIFANTIS - TRANSPORTES;;108;FRETES;235,58;0;0;235,58;=(K1192+L1192-M1192-N1192);13;FRETES;
5;17/05/2024;03/05/2024;17/05/2024;22346/01;22346;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;19225;0;0;19225;=(K1193+L1193-M1193-N1193);24;ERVA MATE TIPO B E PALITO;
5;17/05/2024;16/04/2024;17/05/2024;140/02;140;6;E GUILLEN DE MELO ME;;129;PRODUTO;13080;0;0;13080;=(K1194+L1194-M1194-N1194);2;BOMBAS E COPOS;
5;17/05/2024;04/04/2024;17/05/2024;;;74;GOVERNO;;135;IMPOSTOS;4151,56;0;0;4151,56;=(K1195+L1195-M1195-N1195);51;ICMS - EQUALIZA??O;
5;17/05/2024;21/03/2024;17/05/2024;171/07;171;12;ALEX FREITAS DE AGUIAR EIRELI;;104;MATERIA PRIMA;7308,39;0;0;7308,39;=(K1196+L1196-M1196-N1196);69;BURRITO E MENTA;
5;18/05/2024;08/04/2024;20/05/2024;4685/02;4685;319;JTC DISTRIBUIDORA LTDA;;104;MATERIA PRIMA;5925;0;0;5925;=(K1197+L1197-M1197-N1197);17;ESPECIARIAS;
5;19/05/2024;27/03/2024;20/05/2024;EUCALIPTO/4;;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;12000;0;0;12000;=(K1198+L1198-M1198-N1198);15;ADESIVO;
5;19/05/2024;09/05/2024;20/05/2024;12127/02;12127;11;ILUMET ILUMINACAO LTDA;;129;PRODUTO;1987,34;0;0;1987,34;=(K1199+L1199-M1199-N1199);4;BOMBAS;
5;20/05/2024;16/05/2024;20/05/2024;102;;288;T. H. LUIZETO LTDA;BANNERS FESTIVAL DA CACHACA;133;PUBLICIDADE;510;0;0;510;=(K1200+L1200-M1200-N1200);98;DIVERSOS;
5;20/05/2024;20/05/2024;20/05/2024;;;139;COLABORADORES;ELIZEU;136;RH;5174,4;0;0;5174,4;=(K1201+L1201-M1201-N1201);67;RESCIS?O CONTRATUAL COLABORADOR;
5;20/05/2024;17/05/2024;20/05/2024;;;74;GOVERNO;;135;IMPOSTOS;45,62;0;0;45,62;=(K1202+L1202-M1202-N1202);118;ST;
5;20/05/2024;08/05/2024;20/05/2024;;;74;GOVERNO;;135;IMPOSTOS;323,52;0;0;323,52;=(K1203+L1203-M1203-N1203);44;FGTS;
5;20/05/2024;08/05/2024;20/05/2024;;;74;GOVERNO;;135;IMPOSTOS;3274,51;0;0;3274,51;=(K1204+L1204-M1204-N1204);115;INSS;
5;20/05/2024;08/05/2024;20/05/2024;;;74;GOVERNO;;135;IMPOSTOS;3012,74;0;0;3012,74;=(K1205+L1205-M1205-N1205);44;FGTS;
5;20/05/2024;08/05/2024;20/05/2024;;;74;GOVERNO;;135;IMPOSTOS;1486,26;0;0;1486,26;=(K1206+L1206-M1206-N1206);115;INSS;
5;20/05/2024;19/03/2024;20/05/2024;11144/05;11144;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;8987,15;0;0;8987,15;=(K1207+L1207-M1207-N1207);8;EMBALAGENS;
5;20/05/2024;01/04/2024;20/05/2024;21150/05;21150;18;GESOPLAST EMBALAGENS LTDA;;131;INSUMOS;1774,8;0;0;1774,8;=(K1208+L1208-M1208-N1208);8;EMBALAGENS;
5;20/05/2024;07/05/2024;20/05/2024;;;74;GOVERNO;;135;IMPOSTOS;20647,85;0;0;20647,85;=(K1209+L1209-M1209-N1209);55;DAS;
5;20/05/2024;25/04/2024;20/05/2024;2;;342;METAL TECH SOLUCOES INDUSTRIAIS LTDA;;165;AQUISI??O M?QUINAS E EQUIPAMENTOS;60000;0;0;60000;=(K1210+L1210-M1210-N1210);209;MAQUINA DE CORTE A LASER;
5;20/05/2024;06/05/2024;20/05/2024;;;175;W. M. de Lima - Consultoria e Projetos de Engenhar;;59;CONSULTORIAS;400;0;0;400;=(K1211+L1211-M1211-N1211);136;CONSULTORIA WLM;
5;20/05/2024;06/05/2024;20/05/2024;;;175;W. M. de Lima - Consultoria e Projetos de Engenhar;;59;CONSULTORIAS;100;0;0;100;=(K1212+L1212-M1212-N1212);136;CONSULTORIA WLM;
5;20/05/2024;22/04/2024;20/05/2024;22140/02;22140;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;12726;0;0;12726;=(K1213+L1213-M1213-N1213);121;ERVA MATE TIPO A E PALITO;
5;20/05/2024;19/04/2024;20/05/2024;48142/02;48142;19;HOPPEN, HOPPEN & CIA LTDA;;104;MATERIA PRIMA;16038;0;0;16038;=(K1214+L1214-M1214-N1214);178;ERVA TIPO B;
5;20/05/2024;06/05/2024;20/05/2024;;;265;O L I TELECOMUNICACOES LTDA;;132;FIXO;499,9;0;0;499,9;=(K1215+L1215-M1215-N1215);29;INTERNET;
5;20/05/2024;16/02/2024;20/05/2024;7876/01;7876;159;RDS IND. COM. EMBALAGENS PLASTICAS LTDA;;104;MATERIA PRIMA;7370,76;0;0;7370,76;=(K1216+L1216-M1216-N1216);142;FARDOS;
5;21/05/2024;22/03/2024;21/05/2024;11176/05;11176;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;20349,04;0;0;20349,04;=(K1217+L1217-M1217-N1217);8;EMBALAGENS;
5;21/05/2024;21/05/2024;21/05/2024;;;193;BARBARA VANESSA FUKAGAWA;AGUA E GELO DO FESTIVAL DA CACHA?A;133;PUBLICIDADE;292;0;0;292;=(K1218+L1218-M1218-N1218);98;DIVERSOS;
5;21/05/2024;20/05/2024;21/05/2024;7859/01;;354;ZAFFA MAQUINAS E FERRAMENTAS LTDA;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;10750;0;0;10750;=(K1219+L1219-M1219-N1219);234;COMPRESSOR;
5;21/05/2024;20/05/2024;21/05/2024;;;358;APLITECNO INDUSTRIA E COMERCIO LTDA;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;10000;0;0;10000;=(K1220+L1220-M1220-N1220);233;CABINE DE PINTURA;
5;21/05/2024;07/05/2024;21/05/2024;;;100;CORREIOS;;141;ECOMMERCE;3874,78;0;0;3874,78;=(K1221+L1221-M1221-N1221);13;FRETES;
5;21/05/2024;20/05/2024;21/05/2024;;;360;LONDRINENSE CARROCERIAS E IMPLEMENTOS RODOVIARIOS;;155;FROTA;32500;0;0;32500;=(K1222+L1222-M1222-N1222);231;FURG?O CARGA SECA;
5;21/05/2024;21/05/2024;21/05/2024;;;139;COLABORADORES;RESCIS?O MAICON MATEUS LANES DA SILVA;136;RH;611,61;0;0;611,61;=(K1223+L1223-M1223-N1223);67;RESCIS?O CONTRATUAL COLABORADOR;
5;21/05/2024;20/05/2024;21/05/2024;;;74;GOVERNO;;135;IMPOSTOS;106,38;0;0;106,38;=(K1224+L1224-M1224-N1224);118;ST;
5;21/05/2024;21/05/2024;21/05/2024;;;111;DESRATIZA??O;;132;FIXO;140;0;0;140;=(K1225+L1225-M1225-N1225);30;CONTROLE DE PRAGAS;
5;21/05/2024;20/05/2024;21/05/2024;;;359;TECHMODER COMERCIO DE MAQUINAS LTDA.;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;20000;0;0;20000;=(K1226+L1226-M1226-N1226);232;TORNO CNC;
5;21/05/2024;03/05/2024;21/05/2024;141/01;141;6;E GUILLEN DE MELO ME;;129;PRODUTO;25880;0;0;25880;=(K1227+L1227-M1227-N1227);2;BOMBAS E COPOS;
5;21/05/2024;21/05/2024;21/05/2024;129/1;129;356;MC ARTS EM MADEIRA LTDA;;129;PRODUTO;2400;0;0;2400;=(K1228+L1228-M1228-N1228);229;CUIAS;
5;21/05/2024;24/04/2024;21/05/2024;22197/1;22197;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;861;0;0;861;=(K1229+L1229-M1229-N1229);5;ERVA MATE TIPO A;
5;22/05/2024;22/04/2024;22/05/2024;11386/02;11386;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;8434,71;0;0;8434,71;=(K1230+L1230-M1230-N1230);8;EMBALAGENS;
5;22/05/2024;08/05/2024;22/05/2024;22406/01;22406;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;17390,83;0;0;17390,83;=(K1231+L1231-M1231-N1231);202;ERVA MATE TIPO C E PALITO;
5;22/05/2024;21/05/2024;22/05/2024;;;74;GOVERNO;;135;IMPOSTOS;218,17;0;0;218,17;=(K1232+L1232-M1232-N1232);118;ST;
5;22/05/2024;23/06/2023;22/05/2024;;;284;RENAULT DO BRASIL S.A;;155;FROTA;4223,35;0;0;4223,35;=(K1233+L1233-M1233-N1233);160;VAN RENAULT 01;
5;23/05/2024;26/02/2024;23/05/2024;KIT TROTS/6;409;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;12150;0;0;12150;=(K1234+L1234-M1234-N1234);15;ADESIVO;
5;23/05/2024;20/05/2024;23/05/2024;24201121;;79;14 DE DEZEMBRO;ALTERA??O DE CONTRATO;132;FIXO;939;0;0;939;=(K1235+L1235-M1235-N1235);28;HONORARIO CONTABIL;
5;23/05/2024;20/05/2024;23/05/2024;0130398/01;;349;P. B LOPES & CIA LTDA;;155;FROTA;3522,22;0;0;3522,22;=(K1236+L1236-M1236-N1236);225;CAMINHAO SCANEA P 320 B8X2NA;
5;23/05/2024;30/04/2024;23/05/2024;3204;3204;9;INVENT ARTE E PROPAGANDA LTDA;CEREJA;133;PUBLICIDADE;4125;0;0;4125;=(K1237+L1237-M1237-N1237);15;ADESIVO;
5;23/05/2024;23/04/2024;23/05/2024;670626/01;670626;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;1335,79;0;0;1335,79;=(K1238+L1238-M1238-N1238);17;ESPECIARIAS;
5;24/05/2024;25/03/2024;24/05/2024;665965/03;665965;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;27312,12;0;0;27312,12;=(K1239+L1239-M1239-N1239);17;ESPECIARIAS;
5;24/05/2024;21/05/2024;24/05/2024;;;298;TECMAR TRANSPORTES LTDA.;;108;FRETES;110,59;0;0;110,59;=(K1240+L1240-M1240-N1240);13;FRETES;
5;24/05/2024;23/05/2024;24/05/2024;;;69;MERCADO LIVRE;TESTE TINTA PINTURA TELHADO BARRAC?O;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;193,13;0;0;193,13;=(K1241+L1241-M1241-N1241);235;TINTA;
5;24/05/2024;21/05/2024;24/05/2024;;;298;TECMAR TRANSPORTES LTDA.;;108;FRETES;187,93;0;0;187,93;=(K1242+L1242-M1242-N1242);13;FRETES;
5;25/05/2024;06/05/2024;27/05/2024;;;86;UNIMED;;136;RH;594,4;0;0;594,4;=(K1243+L1243-M1243-N1243);40;PLANO DE SAUDE;
5;25/05/2024;30/04/2024;27/05/2024;CEREJA/2;3205;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;3075;0;0;3075;=(K1244+L1244-M1244-N1244);15;ADESIVO;
5;25/05/2024;06/05/2024;27/05/2024;;;86;UNIMED;;136;RH;409,61;0;0;409,61;=(K1245+L1245-M1245-N1245);40;PLANO DE SAUDE;
5;25/05/2024;06/05/2024;27/05/2024;;;86;UNIMED;;136;RH;2816,72;0;0;2816,72;=(K1246+L1246-M1246-N1246);40;PLANO DE SAUDE;
5;25/05/2024;13/04/2024;27/05/2024;22031/03;22031;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;17898,34;0;0;17898,34;=(K1247+L1247-M1247-N1247);202;ERVA MATE TIPO C E PALITO;
5;25/05/2024;21/03/2024;27/05/2024;171/08;171;12;ALEX FREITAS DE AGUIAR EIRELI;;104;MATERIA PRIMA;7308,38;0;0;7308,38;=(K1248+L1248-M1248-N1248);69;BURRITO E MENTA;
5;25/05/2024;25/01/2024;27/05/2024;1229269/05;;284;RENAULT DO BRASIL S.A;;155;FROTA;3577,87;0;0;3577,87;=(K1249+L1249-M1249-N1249);191;VAN RENAULT 02;
5;26/05/2024;26/02/2024;27/05/2024;114936/03;;301;VALDAR MOVEIS LTDA;PIX 75923185000105;130;DIVERSOS;1500;0;0;1500;=(K1250+L1250-M1250-N1250);196;CELULAR EMPRESA;
5;26/05/2024;26/04/2024;27/05/2024;12107/02;12107;11;ILUMET ILUMINACAO LTDA;;129;PRODUTO;2400;0;0;2400;=(K1251+L1251-M1251-N1251);4;BOMBAS;
5;26/05/2024;12/04/2024;27/05/2024;;6609;150;INVIOLAVEL VALE DO IVAI COMERCIO E MANUTENCAO DE A;;132;FIXO;350;0;0;350;=(K1252+L1252-M1252-N1252);187;SEGURAN?A;
5;26/05/2024;11/04/2024;27/05/2024;668784/02;668784;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;16299,8;0;0;16299,8;=(K1253+L1253-M1253-N1253);17;ESPECIARIAS;
5;27/05/2024;04/04/2024;27/05/2024;;;74;GOVERNO;;135;IMPOSTOS;6188,02;0;0;6188,02;=(K1254+L1254-M1254-N1254);57;ICMS - ST MS TRANSFERENCIA;
5;27/05/2024;30/04/2024;27/05/2024;3206/3;3206;9;INVENT ARTE E PROPAGANDA LTDA;CEREJA;133;PUBLICIDADE;5475;0;0;5475;=(K1255+L1255-M1255-N1255);15;ADESIVO;
5;27/05/2024;24/05/2024;27/05/2024;;;209;FESTIVAL DA CACHA?A;SEGUNDA PARCELA;133;PUBLICIDADE;2500;0;0;2500;=(K1256+L1256-M1256-N1256);60;MATERIAL PUBLICITARIO;
5;27/05/2024;27/04/2024;27/05/2024;671452/01;671452;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;15448,64;0;0;15448,64;=(K1257+L1257-M1257-N1257);17;ESPECIARIAS;
5;27/05/2024;24/05/2024;27/05/2024;;;193;BARBARA VANESSA FUKAGAWA;GELO FESTIVAL DA CACHA?A;133;PUBLICIDADE;36;0;0;36;=(K1258+L1258-M1258-N1258);98;DIVERSOS;
5;27/05/2024;24/05/2024;27/05/2024;;;145;LUCIPLAST;;130;DIVERSOS;140;0;0;140;=(K1259+L1259-M1259-N1259);104;SACO DE LIXO;
5;27/05/2024;24/05/2024;27/05/2024;;;74;GOVERNO;;135;IMPOSTOS;225,62;0;0;225,62;=(K1260+L1260-M1260-N1260);118;ST;
5;28/05/2024;24/05/2024;28/05/2024;;;85;UTALK;;132;FIXO;594;0;0;594;=(K1261+L1261-M1261-N1261);58;UTALK;
5;28/05/2024;27/05/2024;28/05/2024;;;74;GOVERNO;;135;IMPOSTOS;284,9;0;0;284,9;=(K1262+L1262-M1262-N1262);118;ST;
5;28/05/2024;08/04/2024;28/05/2024;4685/03;4685;319;JTC DISTRIBUIDORA LTDA;;104;MATERIA PRIMA;5925;0;0;5925;=(K1263+L1263-M1263-N1263);17;ESPECIARIAS;
5;28/05/2024;19/03/2024;28/05/2024;11144/06;11144;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;8987,15;0;0;8987,15;=(K1264+L1264-M1264-N1264);8;EMBALAGENS;
5;28/05/2024;06/05/2024;28/05/2024;;;101;BELA KOMPRA DISTRIBUIDORA - EIRELI;;130;DIVERSOS;593,22;0;0;593,22;=(K1265+L1265-M1265-N1265);34;PAPEL TOALHA / PAPEL HIGIENICO;
5;28/05/2024;16/04/2024;28/05/2024;22041/03;22041;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;17043,68;0;0;17043,68;=(K1266+L1266-M1266-N1266);121;ERVA MATE TIPO A E PALITO;
5;29/05/2024;30/04/2024;29/05/2024;CEREJA/4;3207;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;3600;0;0;3600;=(K1267+L1267-M1267-N1267);15;ADESIVO;
5;29/05/2024;05/01/2024;29/05/2024;;;270;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;;130;DIVERSOS;2707,73;0;0;2707,73;=(K1268+L1268-M1268-N1268);185;SEGURO PREDIAL;
5;29/05/2024;28/05/2024;29/05/2024;;;322;RJ SOLUCOES DE ILUMINACAO LTDA;MANUTENCAO DE REFLETORES;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;600;0;0;600;=(K1269+L1269-M1269-N1269);65;MANUTENCAO INSTALA?OES;
5;29/05/2024;28/05/2024;29/05/2024;;;74;GOVERNO;;135;IMPOSTOS;400,02;0;0;400,02;=(K1270+L1270-M1270-N1270);118;ST;
5;29/05/2024;29/05/2024;29/05/2024;21212;;334;AUTO 2 LOCADORA LTDA;CARRO;155;FROTA;3190;0;0;3190;=(K1271+L1271-M1271-N1271);207;LOCA??O DE VE?CULO;
5;29/05/2024;14/05/2024;29/05/2024;22487/01;22487;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;19300;418,81;0;19718,81;=(K1272+L1272-M1272-N1272);202;ERVA MATE TIPO C E PALITO;
5;29/05/2024;30/03/2024;29/05/2024;667021/03;667021;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;7970,32;0;0;7970,32;=(K1273+L1273-M1273-N1273);17;ESPECIARIAS;
5;29/05/2024;30/03/2024;29/05/2024;667020/03;667020;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;4999,22;0;0;4999,22;=(K1274+L1274-M1274-N1274);17;ESPECIARIAS;
5;30/05/2024;20/05/2024;31/05/2024;1083149-1;;80;BAUER EXPRESS;;108;FRETES;539,03;0;0;539,03;=(K1275+L1275-M1275-N1275);13;FRETES;
5;30/05/2024;20/05/2024;31/05/2024;1081097-3;;80;BAUER EXPRESS;;108;FRETES;257,22;0;0;257,22;=(K1276+L1276-M1276-N1276);13;FRETES;
5;30/05/2024;20/05/2024;31/05/2024;1081096-5;;80;BAUER EXPRESS;;108;FRETES;42,91;0;0;42,91;=(K1277+L1277-M1277-N1277);13;FRETES;
5;30/05/2024;15/05/2024;31/05/2024;1078388-7;;80;BAUER EXPRESS;;108;FRETES;479,27;0;0;479,27;=(K1278+L1278-M1278-N1278);13;FRETES;
5;30/05/2024;16/05/2024;31/05/2024;8418033-24;;126;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;;108;FRETES;2864,8;0;0;2864,8;=(K1279+L1279-M1279-N1279);13;FRETES;
5;30/05/2024;20/05/2024;31/05/2024;8439312-24;;126;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;;108;FRETES;130,33;0;0;130,33;=(K1280+L1280-M1280-N1280);13;FRETES;
5;30/05/2024;13/05/2024;31/05/2024;;;80;BAUER EXPRESS;;108;FRETES;856,61;0;0;856,61;=(K1281+L1281-M1281-N1281);13;FRETES;
5;31/05/2024;03/05/2024;31/05/2024;22346/02;22346;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;19225;0;0;19225;=(K1282+L1282-M1282-N1282);24;ERVA MATE TIPO B E PALITO;
5;31/05/2024;31/05/2024;31/05/2024;;;74;GOVERNO;;135;IMPOSTOS;428,42;0;0;428,42;=(K1283+L1283-M1283-N1283);118;ST;
5;31/05/2024;31/05/2024;31/05/2024;;;194;MAGAZINE LUIZA S/A;CELULARES PARA NOVOS REP. E BIA;62;MANUTEN??O DE SOFTWARE /  MATERIAL TI;3596,4;0;0;3596,4;=(K1284+L1284-M1284-N1284);196;CELULAR EMPRESA;
5;31/05/2024;21/03/2024;31/05/2024;171/09;171;12;ALEX FREITAS DE AGUIAR EIRELI;;104;MATERIA PRIMA;7308,39;0;0;7308,39;=(K1285+L1285-M1285-N1285);69;BURRITO E MENTA;
5;31/05/2024;22/03/2024;31/05/2024;11176/06;11176;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;20349,04;0;0;20349,04;=(K1286+L1286-M1286-N1286);8;EMBALAGENS;
6;02/06/2024;03/05/2024;03/06/2024;141/02;141;6;E GUILLEN DE MELO ME;;129;PRODUTO;25880;0;0;25880;=(K2?M2-N2);2;BOMBAS E COPOS;
6;03/06/2024;31/05/2024;03/06/2024;;;139;COLABORADORES;JUNIO RASSO RODRIGUES BARROS;136;RH;2546,01;0;0;2546,01;=(K3?M3-N3);123;DESPESA FERIAS;
6;03/06/2024;03/06/2024;03/06/2024;;;210;G. F. M. DOS SANTOS;;133;PUBLICIDADE;5400;0;0;5400;=(K4?M4-N4);59;AGENCIA DE PUBLICIDADE;
6;03/06/2024;03/06/2024;03/06/2024;49;;240;WAGNER DLUGOSZ DONATO 00896841928;;133;PUBLICIDADE;6000;0;0;6000;=(K5?M5-N5);59;AGENCIA DE PUBLICIDADE;
6;03/06/2024;03/06/2024;03/06/2024;;;368;THIAGO RAFAEL DE LIMA;20 PALLETS;130;DIVERSOS;400;0;0;400;=(K6?M6-N6);204;PALLET;
6;03/06/2024;03/06/2024;03/06/2024;SP-2632936/1;;298;TECMAR TRANSPORTES LTDA.;;108;FRETES;318,06;11,61;0;329,67;=(K7?M7-N7);13;FRETES;
6;03/06/2024;29/05/2024;03/06/2024;3049;;362;J.C. SERRATO - TORNEARIA LTDA;MANUTEN??O DO SISTEMA DE EXAUST?O;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;1000;0;0;1000;=(K8?M8-N8);138;MANUT DE MAQUINARIOS PRODU??O;
6;03/06/2024;03/06/2024;03/06/2024;;;320;NICOLE MADRID ALIFANTIS - TRANSPORTES;;108;FRETES;248,93;5,99;0;254,92;=(K9?M9-N9);13;FRETES;
6;03/06/2024;22/04/2024;03/06/2024;11386/03;11386;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;8434,71;0;0;8434,71;=(K10?M10-N10);8;EMBALAGENS;
6;03/06/2024;15/05/2024;03/06/2024;;;333;TELEFONICA BRASIL S.A.;FATURA CELULAR REPRESENTANTES;132;FIXO;496,52;0;0;496,52;=(K11??M11-N11);206;CONTA CELULAR COMERCIAL;
6;03/06/2024;07/05/2024;03/06/2024;;;74;GOVERNO;;135;IMPOSTOS;1488,35;0;0;1488,35;=(K12??M12-N12);50;ICMS;
6;03/06/2024;01/04/2024;03/06/2024;PARC 03;;323;CRIAR LEILOES E EVENTOS LTDA;;133;PUBLICIDADE;1666,67;0;0;1666,67;=(K13??M13-N13);60;MATERIAL PUBLICITARIO;
6;03/06/2024;03/06/2024;03/06/2024;;;365;LAGEMANN - FABRICACAO DE MAQUINAS INDUSTRIAIS LTDA;;165;AQUISI??O M?QUINAS E EQUIPAMENTOS;3625;0;0;3625;=(K14?M14-N14);236;PERN?A HIDRAULICA;
6;03/06/2024;31/05/2024;03/06/2024;;;74;GOVERNO;;135;IMPOSTOS;148,91;0;0;148,91;=(K15??M15-N15);118;ST;
6;03/06/2024;31/05/2024;03/06/2024;;;139;COLABORADORES;JOSE EUDO DA SILVA;136;RH;2535,57;0;0;2535,57;=(K16??M16-N16);123;DESPESA FERIAS;
6;03/06/2024;15/05/2024;03/06/2024;;;333;TELEFONICA BRASIL S.A.;FATURA CELULAR REPRESENTANTES;132;FIXO;239,94;0;0;239,94;=(K17??M17-N17);206;CONTA CELULAR COMERCIAL;
6;03/06/2024;31/05/2024;03/06/2024;;;139;COLABORADORES;RAFAEL MOURA DE JESUS;136;RH;1648,88;0;0;1648,88;=(K18?M18-N18);123;DESPESA FERIAS;
6;03/06/2024;03/02/2024;03/06/2024;;;297;LIBERTY SEGUROS;;155;FROTA;1925,78;0;0;1925,78;=(K19??M19-N19);195;SEGURO VAN 2;
6;03/06/2024;31/05/2024;03/06/2024;;;308;CROPFERT INDUSTRIA DE FERTILIZANTES E AGROQUIMICOS;;130;DIVERSOS;200;0;0;200;=(K20?M20-N20);204;PALLET;
6;04/06/2024;04/06/2024;04/06/2024;;;371;EXPRESSO SAO MIGUEL S/A;FRETE CUIAS;108;FRETES;88,5;0;0;88,5;=(K21??M21-N21);13;FRETES;
6;04/06/2024;04/06/2024;04/06/2024;;;91;FRETE CARREGAMENTO;FRETE PARA ANDERSON;145;ABASTECIMENTO PR;2400;0;0;2400;=(K22??M22-N22);13;FRETES;
6;04/06/2024;04/06/2024;04/06/2024;0135711-5;;320;NICOLE MADRID ALIFANTIS - TRANSPORTES;;108;FRETES;3299,32;74,78;0;3374,1;=(K23??M23-N23);13;FRETES;
6;04/06/2024;04/06/2024;04/06/2024;;;80;BAUER EXPRESS;;108;FRETES;55,6;2,06;0;57,66;=(K24?M24-N24);13;FRETES;
6;04/06/2024;20/05/2024;04/06/2024;48193/01;48193;19;HOPPEN, HOPPEN & CIA LTDA;;104;MATERIA PRIMA;23100;0;0;23100;=(K25??M25-N25);178;ERVA TIPO B;
6;04/06/2024;04/06/2024;04/06/2024;11167317;;93;MIDIALINE;;132;FIXO;154,7;0;0;154,7;=(K26??M26-N26);39;PROVEDOR DE EMAIL;
6;04/06/2024;03/06/2024;04/06/2024;;;367;VICENTE ALVES ANTUNES;CONSERTO MICROONDAS;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;280;0;0;280;=(K27??M27-N27);65;MANUTENCAO INSTALA?OES;
6;04/06/2024;05/04/2024;04/06/2024;1403/03;1403;161;C. J. ARMARINHOS E CONFECCOES LTDA;;136;RH;2029,84;0;0;2029,84;=(K28?M28-N28);128;UNIFORME;
6;04/06/2024;22/04/2024;04/06/2024;22140/03;22140;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;12726;0;0;12726;=(K29??M29-N29);121;ERVA MATE TIPO A E PALITO;
6;05/06/2024;05/06/2024;05/06/2024;;;40;FERNANDO COLAUTO;;140;DESPESAS REPRESENTANTE;4000;0;0;4000;=(K30?M30-N30);214;DESPESAS MENSAIS - REPRESENTANTE FERNANDO COLAUTO;
6;05/06/2024;05/06/2024;12/06/2024;;;57;ANDERSON RIMOLDI;;140;DESPESAS REPRESENTANTE;4000;0;0;4000;=(K31??M31-N31);211;DESPESAS MENSAIS - REPRESENTANTE ANDERSON;
6;05/06/2024;05/06/2024;05/06/2024;;;74;GOVERNO;;135;IMPOSTOS;201,22;0;0;201,22;=(K32??M32-N32);118;ST;
6;05/06/2024;04/06/2024;05/06/2024;;;369;RUBRATECH INDUSTRIA E COMERCIO LTDA;;165;AQUISI??O M?QUINAS E EQUIPAMENTOS;14000;0;0;14000;=(K33??M33-N33);237;MAQUINA DE POLIMENTO;
6;05/06/2024;05/06/2024;05/06/2024;;;36;ARTHUR BARCELOS;;140;DESPESAS REPRESENTANTE;4500;0;0;4500;=(K34?M34-N34);216;DESPESAS MENSAIS - REPRESENTANTE JOS? ROBERTO;
